"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"22501","Jharkhand","Installing tube-wells and borewells","WS/MP007/2024-2025/133411","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","04-Feb-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","121000"
"22502","Jharkhand","Installing tube-wells and borewells","WS/MP007/2024-2025/133422","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","04-Feb-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","121000"
"22503","Jharkhand","Installing tube-wells and borewells","WS/MP007/2024-2025/133413","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","04-Feb-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","121000"
"22504","Jharkhand","Installing tube-wells and borewells","WS/MP007/2024-2025/133412","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","04-Feb-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","121000"
"22505","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/204714","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","153750"
"22506","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/204715","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","234750"
"22507","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/204717","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","172250"
"22508","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/204718","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","362500"
"22509","Jharkhand","Construction of rooms and halls in school and colleges","WS/MP18349/2025-2026/215347","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","18-Sep-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","1110000"
"22510","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP007/2024-2025/147405","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","26-Apr-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","152500"
"22511","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207076","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","18-Jun-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","999000"
"22512","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207078","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","18-Jun-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","999000"
"22513","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207079","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","18-Jun-2025","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","999000"
"22514","Jharkhand","Lighting of public spaces","WS/MP18349/2025-2026/207068","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","240000"
"22515","Jharkhand","Establishing public ground water recharging facilities","WS/MP18349/2025-2026/207072","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","373750"
"22516","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/241280","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","106250"
"22517","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207085","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","250000"
"22518","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207086","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","200000"
"22519","Jharkhand","Street lights","WS/MP18349/2025-2026/207087","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","75000"
"22520","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/241264","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","175000"
"22521","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/241279","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","10-Jul-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","362500"
"22522","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/228764","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","315750"
"22523","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221250","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22524","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP081/2025-2026/228769","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","50000"
"22525","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221251","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","75000"
"22526","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221260","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22527","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221248","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","100000"
"22528","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221247","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","25000"
"22529","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221255","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22530","Jharkhand","Setting up of Early Warning Systems for effective disaster mitigation","WS/MP081/2025-2026/228768","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","25000"
"22531","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/228767","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","105450"
"22532","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221242","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","175000"
"22533","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221254","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22534","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221249","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22535","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/228766","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","370000"
"22536","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/228765","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","356125"
"22537","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221252","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22538","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221253","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22539","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/228770","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","200000"
"22540","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221261","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
"22541","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP081/2025-2026/221259","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Aditya Prasad (2022-28) (2022-2028)","Elected MP","11-Jun-2026","Junior Engineer Zila Parishad Prashant Kumar","Payment Success","125000"
